"","beta","pointestimate","lowerHPDI50","higherHPDI50","lowerHPDI70","higherHPDI70","lowerHPDI90","higherHPDI90"
"1",0.5,0.727897673680483,0.682229083958635,0.765805224531581,0.659912997323703,0.786773440130236,0.629012761357322,0.82906859877623
"2",0.611111111111111,0.642467975966912,0.598083229887525,0.680450208295075,0.571121415100823,0.695599082791333,0.544406562361974,0.742733947708182
"3",0.722222222222222,1.03168944642288,0.975789319415957,1.0675896134188,0.964109651376863,1.10385241388453,0.911799911102347,1.13913420918152
"4",0.833333333333333,1.15478003583969,1.10101452147595,1.19546162599279,1.08828547291731,1.23034532557887,1.04920393598685,1.26968079211471
"5",0.944444444444444,1.08722772589034,1.03478291017941,1.12434661643952,1.00564268462908,1.14348690562197,0.972895584931913,1.19299074195621
"6",1.05555555555556,0.870003558594017,0.827612527648392,0.916380043974355,0.807379821907837,0.946461285782018,0.770052790427957,0.991184927024958
"7",1.16666666666667,0.986401159203855,0.94341117114903,1.03717409458425,0.916959749166309,1.06010276460319,0.886953687823003,1.11136850809511
"8",1.27777777777778,1.24259603259871,1.19476427635685,1.29383931428902,1.1688069197348,1.32597621007861,1.11396064449407,1.366818834933
"9",1.38888888888889,1.31699834479103,1.24689529089648,1.35592385876469,1.22647922286509,1.39411193768442,1.18996427796587,1.45606258500115
"10",1.5,1.20554678785763,1.16389039429776,1.26056083721459,1.12253162052539,1.2724408913051,1.08634144139205,1.33202075657819
