"","rhos","uniques","sds"
"1",0.275388988837482,0.136363636363636,0.0543522689741981
"2",0.7369532633855,0.211111111111111,0.0608481754922645
"3",-0.662803128500889,0.375,0.00105181046032582
"4",-0.25790523028558,0.25,0.0186152051998591
"5",NA,NA,NA
"6",NA,NA,NA
"7",0.96577306077629,0.263157894736842,0.0528385835700452
"8",-0.206774653753154,0.333333333333333,0.0204452479465933
"9",-0.311967500042059,0.5,0.0174392304084259
"10",0.208330259589548,0.109090909090909,0.0259844391444047
"11",0.259299165975697,0.272727272727273,0.0539593538597562
"12",0.0226440166708288,0.346153846153846,0.0671940096091149
"13",0.178644984504509,0.625,0.0463873496254594
"14",0.565673848924337,0.454545454545455,0.0500848468002758
"15",0.255089671950852,0.328571428571429,0.0489243847902092
"16",0.245608118340412,0.265625,0.0503666915742282
"17",-0.56653396169753,0.7,0.0236182066232215
"18",NA,NA,NA
"19",NA,NA,NA
"20",-0.999647877474564,0.625,0.0883577856159614
"21",-0.83823836919335,0.428571428571429,0.0194400325835393
"22",0.571981678690706,0.272727272727273,0.0692802666634496
"23",0.324368788254019,0.5625,0.0778726469954008
"24",0.435639759691998,0.535714285714286,0.0700903524406073
"25",NA,NA,NA
"26",-0.321611231471204,0.277777777777778,0.0417359216440846
"27",0.39174450457029,0.388888888888889,0.0217128965002572
"28",NA,NA,NA
"29",NA,NA,NA
"30",0.395654330865111,0.416666666666667,0.0584987206047624
"31",0.909839499808849,0.388888888888889,0.0487015593858336
"32",NA,NA,NA
"33",0.699446248527076,0.269230769230769,0.0491379589472416
"34",0.34800707083138,0.4,0.0259815030867398
"35",-0.253540948157387,0.347826086956522,0.0347246521213536
"36",0.794290302515721,0.283783783783784,0.0596195112859152
"37",-0.101955848779164,0.25,0.0619320683378907
"38",0.720147354696258,0.361111111111111,0.0465528364953571
"39",0.275840018009513,0.75,0.0241145574247033
"40",NA,NA,NA
"41",0.420836131629226,0.5625,0.0577667122678107
"42",0.569679776683556,0.375,0.0248281271291578
"43",0.0906324176191773,0.461538461538462,0.0274035000664805
"44",0.860289582022264,0.171875,0.0419424057072506
"45",-0.896611983357993,0.241935483870968,0.0556659069773876
"46",-0.34258103652905,0.0945945945945946,0.0160776405956208
"47",0.131561663567447,0.184782608695652,0.0414574306042161
"48",-0.157278607719284,0.211111111111111,0.0489284825651817
"49",0.564590085545988,0.186046511627907,0.0352352090113348
"50",0.430902248456917,0.141304347826087,0.0306108533189819
"51",0.548754777027243,0.16304347826087,0.0532192786169896
"52",0.886018709047004,0.444444444444444,0.0307529285888085
"53",-0.327809189374009,0.375,0.00853987391120976
"54",NA,NA,NA
"55",0.783613286337449,0.28125,0.0212052091451628
"56",0.365511036411319,0.1,0.0302910221447035
"57",0.436625812124748,0.111111111111111,0.0321415021669983
"58",0.163615053241093,0.108695652173913,0.032488787249175
"59",-0.0763785620922266,0.230769230769231,0.0174660816320798
"60",0.0301201176338801,0.238095238095238,0.0369801649137699
"61",0.44332977610622,0.535714285714286,0.0342453561347194
"62",-0.7285363204477,0.203703703703704,0.0348010670980914
"63",0.262159537453124,0.176470588235294,0.0310361273783901
"64",0.785182302975364,0.205882352941176,0.0432614893050953
"65",-0.0854628658644751,0.285714285714286,0.0547292026571308
"66",NA,NA,NA
"67",NA,NA,NA
"68",0.638980933766031,0.18,0.0763723223136346
"69",0.743467368065693,0.153846153846154,0.0504523881921981
"70",0.575379469964957,0.303030303030303,0.0783161940921546
"71",0.60018149034863,0.1375,0.0659931140164593
"72",-0.206991153979281,0.233333333333333,0.0716239261237742
"73",0.758320474030813,0.177777777777778,0.0770114276362758
"74",0.709275279545497,0.423076923076923,0.0487045390896592
"75",0.474467644961002,0.25,0.073944022970353
"76",-0.0605429382814733,0.375,0.0127016427808261
"77",NA,NA,NA
"78",NA,NA,NA
"79",-0.102126339306157,0.154761904761905,0.0375543841525534
"80",-0.995596394506982,0.75,0.0328133034638206
"81",-0.0208538322615453,0.182692307692308,0.0660739242960059
"82",0.737347840258332,0.172727272727273,0.0677057348446118
"83",0.642933196477362,0.147727272727273,0.0608305690335043
"84",-0.368216593111763,0.454545454545455,0.0721596884904727
"85",0.316803066758373,0.258064516129032,0.0706550301264194
"86",0.273772532016423,0.5,0.0985247891487723
"87",-0.0723220673330372,0.3125,0.0136750748042679
"88",0.44926940555367,0.458333333333333,0.0365825646034527
"89",0.8226351910792,0.163793103448276,0.0714165241992799
"90",0.780396151782976,0.181034482758621,0.0683328820022844
"91",0.899253561501448,0.265625,0.0812647769678658
"92",0.834411280796931,0.193877551020408,0.0574342001848662
"93",0.204538150880764,0.279411764705882,0.0550954588928928
"94",-0.23418104901246,0.318181818181818,0.0216410310977639
"95",0.721440684785074,0.388888888888889,0.0808542268539802
"96",0.149094723614455,0.264705882352941,0.0757179543272109
"97",0.708927180291834,0.216666666666667,0.0640169451125656
"98",0.0436329036799282,0.236842105263158,0.0630957763717554
"99",0.902497237827365,0.366666666666667,0.054967530570145
"100",0.598443843617955,0.4,0.0849824964771657
"101",0.731402618416134,0.303571428571429,0.0745858272784277
"102",0.671976569097605,0.2125,0.0647248976110475
"103",0.552828097958411,0.166666666666667,0.0669153375432493
"104",0.297174078315956,0.306451612903226,0.0544529555444112
"105",-0.623771607136391,0.375,0.00128259485372275
"106",NA,NA,NA
"107",NA,NA,NA
"108",0.292995460589164,0.223214285714286,0.0567827310273398
"109",0.353392599361539,0.333333333333333,0.0493685142523167
"110",0.156193836093307,0.182926829268293,0.0465978437270813
"111",-0.560851405545967,0.220588235294118,0.0341971952858767
"112",0.274406444545002,0.326923076923077,0.0551260241293347
"113",0.0137990282381168,0.2,0.0295745121730554
"114",-0.107194254641575,0.34375,0.0208652611515514
"115",0.0585410539615766,0.416666666666667,0.0164824617125875
"116",0.235963257116349,0.192307692307692,0.0465787956596713
"117",0.408744678349876,0.214285714285714,0.0321341905554735
"118",-0.0305475155084579,0.144736842105263,0.0201379221994618
"119",0.266796537254916,0.17741935483871,0.0256084332054518
"120",0.473380398518904,0.153061224489796,0.0277196829815237
"121",-0.0694522287929136,0.239130434782609,0.0666818134738933
"122",0.28456825791256,0.19,0.0515896767335682
"123",0.413993765586865,0.264705882352941,0.0638445595207669
"124",0.587104635794324,0.7,0.0594778444332196
"125",0.145993405060855,0.233333333333333,0.060708430213656
"126",0.437948266189389,0.388888888888889,0.0648309998133705
"127",0.76682041889013,0.169354838709677,0.0663106127821327
"128",0.425915314317087,0.21875,0.0623327619067071
"129",-0.0303283795939556,0.25,0.0305443311293179
"130",-0.14535569822707,0.145454545454545,0.0442964496395359
"131",-0.32729418677624,0.152542372881356,0.0499252606751528
"132",-0.0788280633325725,0.4,0.0380126772002789
"133",-0.2055671053836,0.264705882352941,0.0551855807787359
"134",0.0621520587147706,0.423076923076923,0.0425999375600493
"135",0.708265539802189,0.145833333333333,0.0590414804457378
"136",-0.101680539130533,0.3125,0.0616299708075299
"137",NA,NA,NA
"138",0.827223639847244,0.875,0.0921899912476756
