"","rhos","uniques","sds"
"139",-0.366317474018988,0.184210526315789,0.0607269503787725
"140",0.781798510539951,0.166666666666667,0.0614453165348128
"141",NA,NA,NA
"142",-0.877123917618014,0.7,0.0375919172522454
"143",0.172031593898679,0.464285714285714,0.0483288268504252
"144",-0.560027251251003,0.145454545454545,0.0500478146174194
"145",-0.59201435337311,0.5,0.0211705292046566
"146",0.727232573206154,0.166666666666667,0.0649492546692965
"147",0.00144923512838451,0.0972222222222222,0.0198035796927956
"148",-0.0252771800705704,0.15625,0.0301728823563266
"149",-0.0450230832720422,0.321428571428571,0.0526439909709825
"150",0.712439472838371,0.295454545454545,0.0519842002820058
"151",-0.114878262749679,0.326086956521739,0.0289282222052867
"152",0.577805025832369,0.140350877192982,0.050372040616917
"153",0.755475754582987,0.202127659574468,0.0467303235016742
"154",0.098809429474907,0.0957446808510638,0.0171175893030811
"155",0.452859463884029,0.117021276595745,0.032208369547146
"156",-0.0453459440975098,0.0833333333333333,0.0188654418722795
"157",-0.111802395748489,0.171875,0.0293543239944948
"158",NA,NA,NA
"159",0.561349043876353,0.4,0.0112681288949909
"160",0.120122708477473,0.222222222222222,0.0324486393240176
"161",NA,NA,NA
"162",0.606294849513407,0.288461538461538,0.0572117664683682
"163",0.869322416908687,0.333333333333333,0.0274335000754664
"164",-0.290106082308031,0.277777777777778,0.0373703343560955
"165",-0.0981498428053709,0.277777777777778,0.0500723016488581
"166",0.430369911889236,0.132352941176471,0.0310090160901942
"167",-0.162946589434347,0.111111111111111,0.0279458461523738
"168",0.705831495529904,0.173076923076923,0.0549214651428677
"169",NA,NA,NA
"170",0.0276306663562045,0.0703125,0.0283596561658852
"171",NA,NA,NA
"172",0.123514498556908,0.342857142857143,0.06491276514059
"173",0.720052110829051,0.102941176470588,0.0516307690398367
"174",0.603453024669411,0.273809523809524,0.0746974219871579
"175",0.830534370345722,0.35,0.0524613718355577
"176",0.789644386706568,0.45,0.0686767052443076
"177",NA,NA,NA
"178",NA,NA,NA
"179",-0.331732734060816,0.138297872340426,0.0541822163228205
"180",-0.991000622655845,0.5,0.0225413985001999
"181",0.0744858908036502,0.291666666666667,0.0329459972773153
"182",0.710323545668343,0.170454545454545,0.05316574502016
"183",0.246892240665583,0.206521739130435,0.0561673533595834
"184",0.632938763766199,0.316666666666667,0.0563552375255045
"185",0.609695306370683,0.625,0.0467380559822112
"186",NA,NA,NA
"187",0.995933286665547,0.416666666666667,0.0865767976416591
"188",0.507547236947821,0.625,0.0196474399461589
"189",0.370873482212173,0.264705882352941,0.0413775983395247
"190",NA,NA,NA
"191",0.862295724273343,0.283333333333333,0.0660261162966552
"192",-0.130417345017921,0.227272727272727,0.0447964141954102
"193",-0.391438054149712,0.0909090909090909,0.00240509949818766
"194",-0.585599935835892,0.166666666666667,0.0323665899390895
"195",-0.159103839921964,0.163934426229508,0.0434740496736412
"196",-0.142061752956682,0.141509433962264,0.0280736480396191
"197",-0.470156888442805,0.102941176470588,0.0161068576886162
"198",0.607479273976922,0.294117647058824,0.0774585837988021
"199",0.0903565271774817,0.166666666666667,0.057058015270779
"200",-0.14393609494272,0.277777777777778,0.0255381396062022
"201",0.982740021354471,0.291666666666667,0.0725425088572465
"202",0.908942789863832,0.428571428571429,0.0819313399278483
"203",0.934657968709594,0.109756097560976,0.0505705173854953
"204",0.755835564964754,0.178571428571429,0.0706413911398262
