"","alphaspread","est_alphaspread","betaspread","est_betaspread"
"1",0.324279619819762,0.519494868524097,0.100542835080222,0.648216976882047
"2",0.376470701528918,0.732123151932735,0.129131645714097,0.629331535175015
"3",0.357780829270393,0.607169590620326,0.213815217451979,0.607114202486634
"4",0.392807926843074,0.666321983754953,0.254305712550208,0.629605167503988
"5",0.490499828757022,0.722062080311253,0.272601894561029,0.721062724385063
"6",0.620422607906651,0.91929413494762,0.372308508051087,0.701658021511467
"7",0.606766911260511,0.853739049012697,0.381531402391916,0.629574271667777
"8",0.519599657939163,0.755476285876364,0.509665096388239,0.743640909807349
"9",0.721420757549838,0.917804745217594,0.488086307191262,0.741414782360291
"10",0.811236947199787,1.14717543132325,0.520510766744183,0.704034761625582
"11",0.716028218979083,0.875089459801846,0.557775675986537,0.809621464187749
"12",0.818634862716926,1.10171251284734,0.598673724944621,0.735974758657861
"13",0.998676810052566,1.08743482069922,0.704730990607492,0.871593952166992
"14",1.02296645954749,1.08063044678737,0.684903970383338,0.856669664496819
"15",0.892749397595845,0.980838699581629,0.723547715552174,0.814650422683975
"16",1.05890562303837,1.0609763075386,0.966489521801335,0.980544348196319
"17",1.01082063260197,1.00478900414894,0.849289695857137,0.896268374006262
"18",1.07740538773593,1.12528377874703,1.1678789659336,1.02853505767659
"19",1.13583693529865,1.32701245796078,1.01269183988787,0.91539349380848
"20",1.24623251013572,1.0677097711781,0.964621964626616,0.917122047118133
